id,label
0,6
1,4
2,3
3,3
4,5
5,4
6,0
7,4
8,4
9,6
10,6
11,0
12,3
13,3
14,6
15,3
16,2
17,4
18,6
19,2
20,2
21,2
22,4
23,4
24,4
25,4
26,3
27,3
28,4
29,5
30,3
31,3
32,3
33,6
34,3
35,5
36,0
37,3
38,2
39,6
40,5
41,0
42,0
43,6
44,6
45,3
46,5
47,6
48,3
49,3
50,3
51,4
52,2
53,6
54,6
55,3
56,4
57,3
58,3
59,3
60,3
61,6
62,3
63,6
64,2
65,6
66,2
67,4
68,6
69,6
70,0
71,3
72,6
73,4
74,0
75,2
76,6
77,3
78,3
79,3
80,2
81,4
82,4
83,3
84,0
85,1
86,6
87,3
88,0
89,4
90,2
91,3
92,0
93,0
94,3
95,2
96,5
97,0
98,6
99,4
100,6
101,4
102,2
103,2
104,4
105,3
106,6
107,4
108,4
109,5
110,6
111,0
112,6
113,0
114,4
115,2
116,4
117,6
118,4
119,2
120,5
121,4
122,3
123,5
124,5
125,3
126,6
127,6
128,4
129,5
130,6
131,0
132,2
133,4
134,1
135,3
136,6
137,5
138,6
139,0
140,0
141,4
142,5
143,6
144,0
145,5
146,6
147,3
148,4
149,3
150,6
151,6
152,5
153,4
154,5
155,3
156,0
157,3
158,2
159,3
160,3
161,4
162,3
163,4
164,3
165,4
166,1
167,2
168,6
169,5
170,0
171,0
172,4
173,2
174,0
175,3
176,4
177,6
178,6
179,3
180,4
181,0
182,0
183,6
184,0
185,4
186,6
187,6
188,4
189,4
190,0
191,6
192,4
193,3
194,3
195,2
196,3
197,3
198,4
199,4
200,5
201,6
202,2
203,2
204,4
205,5
206,2
207,3
208,5
209,0
210,6
211,5
212,6
213,4
214,3
215,6
216,2
217,0
218,4
219,3
220,5
221,4
222,6
223,6
224,5
225,3
226,6
227,3
228,4
229,4
230,4
231,3
232,3
233,3
234,2
235,2
236,6
237,0
238,2
239,6
240,6
241,4
242,4
243,4
244,0
245,4
246,1
247,3
248,0
249,3
250,6
251,5
252,3
253,2
254,0
255,4
256,6
257,6
258,0
259,4
260,2
261,6
262,4
263,3
264,6
265,3
266,2
267,3
268,3
269,5
270,4
271,0
272,3
273,6
274,5
275,5
276,4
277,4
278,0
279,3
280,2
281,4
282,0
283,3
284,3
285,6
286,3
287,0
288,5
289,6
290,4
291,5
292,4
293,5
294,5
295,3
296,6
297,0
298,4
299,6
300,2
301,0
302,5
303,2
304,4
305,3
306,2
307,0
308,0
309,4
310,2
311,6
312,2
313,2
314,3
315,3
316,5
317,6
318,3
319,2
320,6
321,2
322,2
323,4
324,2
325,6
326,4
327,5
328,2
329,0
330,3
331,2
332,0
333,0
334,4
335,0
336,6
337,0
338,0
339,3
340,3
341,2
342,5
343,4
344,0
345,4
346,3
347,3
348,6
349,6
350,4
351,2
352,5
353,6
354,5
355,0
356,4
357,6
358,4
359,6
360,4
361,3
362,3
363,5
364,0
365,4
366,2
367,6
368,5
369,6
370,6
371,4
372,4
373,2
374,3
375,6
376,2
377,4
378,5
379,6
380,0
381,3
382,4
383,6
384,3
385,4
386,2
387,0
388,6
389,3
390,3
391,4
392,3
393,3
394,6
395,5
396,3
397,4
398,0
399,0
400,2
401,4
402,0
403,6
404,4
405,4
406,6
407,0
408,6
409,4
410,3
411,6
412,3
413,5
414,2
415,3
416,4
417,4
418,4
419,2
420,0
421,5
422,6
423,6
424,4
425,4
426,4
427,0
428,6
429,6
430,0
431,5
432,3
433,3
434,6
435,6
436,4
437,3
438,0
439,2
440,6
441,3
442,1
443,2
444,0
445,3
